지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,2015-12-06 14:00,4.9,,1.3,340,32,2.8,-10.4,1017.2,1027.9,1,1.15,,,6,0,Ci,,2000,,,8.4,6.5,4.8,4.8,5.4
108,2015-12-06 15:00,6.9,,1.5,270,24,2.4,-12.3,1016.9,1027.5,1,1.21,,,3,0,Ci,,2000,1,,7.6,7.3,5.3,5.1,5.5
108,2015-12-06 16:00,7.6,,0.8,270,25,2.6,-11.2,1017,1027.6,1,0.85,,,5,0,Ci,,2000,,,5.8,7.4,5.7,5.3,5.5
108,2015-12-06 17:00,5.1,,1.9,290,30,2.6,-11,1017.4,1028.1,0.6,0.29,,,5,0,Ci,,2000,,,4.2,6.1,5.7,5.6,5.7
108,2015-12-06 18:00,3.6,,0.6,320,35,2.8,-10.4,1017.8,1028.6,0,0.02,,,5,0,Ci,,2000,,,2.5,3.9,5.3,5.7,5.8
108,2015-12-06 19:00,2.4,,1.9,50,39,2.8,-10.1,1018.2,1029,,,,,,,,,2000,,,1.5,2.5,4.7,5.8,5.8
108,2015-12-06 20:00,1.4,,1.6,290,49,3.3,-8.1,1018.6,1029.5,,,,,,,,,2000,,,0.8,1.7,4.1,5.7,5.9
108,2015-12-06 21:00,0.8,,2.1,290,51,3.3,-8.2,1018.6,1029.5,,,,,3,0,Ci,,2000,1,,0.6,1.3,3.6,5.5,5.9
108,2015-12-06 22:00,0,,0.9,270,51,3.1,-8.9,1019,1030,,,,,,,,,2000,,,0.3,1.1,3.3,5.4,5.9
108,2015-12-06 23:00,-0.6,,1,250,56,3.3,-8.3,1019,1030,,,,,,,,,2000,,,0.1,0.8,3,5.2,5.9
108,2015-12-07 0:00,-0.9,,1.2,250,57,3.3,-8.3,1019,1030,,,,,0,0,,,2000,,,0,0.6,2.8,5.1,5.8
108,2015-12-07 1:00,-1.4,,0.1,0,60,3.3,-8.1,1019.1,1030.1,,,,,,,,,2000,,,0,0.4,2.6,4.9,5.7
108,2015-12-07 2:00,-1.8,,0.7,340,64,3.4,-7.7,1019.2,1030.2,,,,,,,,,2000,,,-0.1,0.2,2.4,4.8,5.7
108,2015-12-07 3:00,-2.1,,0.8,340,59,3.1,-9,1019.4,1030.4,,,,,0,0,,,2000,4,,-0.1,0,2.3,4.7,5.6
108,2015-12-07 4:00,-2.3,,0.6,340,62,3.2,-8.6,1019.4,1030.4,,,,,0,0,,,2000,,,-0.3,-0.2,2.1,4.6,5.5
108,2015-12-07 5:00,-2.8,,0.9,340,65,3.2,-8.4,1019.3,1030.4,,,,,0,0,,,2000,,,-0.3,-0.3,2,4.4,5.5
108,2015-12-07 6:00,-3.1,,0.9,50,66,3.2,-8.5,1019.5,1030.6,,,,,0,0,,,2000,,,-0.4,-0.5,1.9,4.4,5.4
108,2015-12-07 7:00,-3.4,,1,20,70,3.3,-8,1019.5,1030.6,,,,,0,0,,,2000,,,-0.4,-0.6,1.8,4.3,5.3
108,2015-12-07 8:00,-3.3,,1.4,50,71,3.4,-7.8,1019.8,1030.9,0.2,0.04,,,0,0,,,1800,,,-0.4,-0.7,1.7,4.2,5.3
108,2015-12-07 9:00,-1.7,,1.1,50,60,3.2,-8.4,1020,1031,1,0.39,,,0,0,,,1600,4,,-0.1,-0.1,1.7,4.1,5.2
108,2015-12-07 10:00,1.4,,2.1,70,50,3.4,-7.9,1020.4,1031.3,1,0.89,,,0,0,,,1600,,,0.1,0.2,1.7,4,5.2
108,2015-12-07 11:00,3.4,,1.1,20,42,3.3,-8.3,1020.5,1031.3,1,1.28,,,0,0,,,1400,,,0.8,0.7,1.7,4,5.1
108,2015-12-07 12:00,5.9,,2.2,270,42,3.9,-6,1019.8,1030.5,1,1.49,,,1,0,Ci,,1000,,,4.9,1,1.9,4,5.1
108,2015-12-07 13:00,5.2,,3.8,290,45,4,-5.7,1019.3,1030,1,1.5,,,1,0,Ci,,1000,,,7,2.2,2.3,4,5
108,2015-12-07 14:00,5.5,,3.7,290,40,3.6,-7,1019.1,1029.8,1,1.44,,,2,0,Ci,,1200,,,7.6,3.9,3,4.1,5
108,2015-12-07 15:00,6.4,,2.5,290,37,3.6,-7.2,1018.4,1029.1,1,1.1,,,1,0,Ci,,1200,1,,6.6,5.4,3.9,4.3,5
108,2015-12-07 16:00,6.1,,2.5,320,40,3.8,-6.5,1018.6,1029.3,1,0.66,,,0,0,,,1200,,,4.8,5.7,4.4,4.6,5.1
108,2015-12-07 17:00,4.8,,2.3,290,46,4,-5.8,1019.3,1030.1,0.6,0.2,,,3,0,Ci,,1400,,,3.3,4.6,4.6,4.8,5.2
108,2015-12-07 18:00,4,,2.2,290,46,3.8,-6.5,1019.3,1030.1,0,0,,,6,0,Ci,,1600,,,2.8,3.5,4.3,5,5.3
108,2015-12-07 19:00,3.7,,2.7,270,47,3.8,-6.5,1019.8,1030.6,,,,,,,,,2000,,,2.8,3.3,4.1,5,5.3
108,2015-12-07 20:00,3.5,,1.9,270,47,3.7,-6.7,1020,1030.8,,,,,,,,,2000,,,2.8,3.2,4,5,5.4
108,2015-12-07 21:00,3.4,,1,290,46,3.6,-7.1,1020.3,1031.1,,,,,6,3,AcCi,30,2000,1,,2.7,3,3.9,5,5.4
108,2015-12-07 22:00,3,,1.4,290,48,3.6,-6.9,1020.7,1031.5,,,,,,,,,2000,,,2.2,2.6,3.7,5,5.4
108,2015-12-07 23:00,2.8,,1.4,290,47,3.5,-7.4,1020.9,1031.7,,,,,,,,,2000,,,2.4,2.6,3.6,4.9,5.4
108,2015-12-08 0:00,2.1,,0.3,0,53,3.8,-6.5,1020.7,1031.6,,,,,1,1,Ac,30,2000,,,0.9,1.8,3.5,4.9,5.4
108,2015-12-08 1:00,1.2,,0.7,270,57,3.8,-6.3,1020.5,1031.4,,,,,,,,,2000,,,0.6,1.1,3.1,4.8,5.4
108,2015-12-08 2:00,0.7,,0.6,290,61,3.9,-5.9,1020.5,1031.4,,,,,,,,,2000,,,0.4,0.9,2.8,4.7,5.4
108,2015-12-08 3:00,0.3,,0.6,320,64,4,-5.7,1020.8,1031.8,,,,,0,0,,,2000,1,,0.1,0.7,2.6,4.6,5.4
108,2015-12-08 4:00,0,,1.1,320,64,3.9,-6,1020.8,1031.8,,,,,0,0,,,2000,,,0,0.6,2.5,4.5,5.4
108,2015-12-08 5:00,-0.3,,1.4,320,68,4.1,-5.4,1020.8,1031.8,,,,,0,0,,,2000,,,0,0.5,2.4,4.4,5.3
108,2015-12-08 6:00,-0.8,,1,70,70,4.1,-5.5,1021,1032,,,,,0,0,,,1900,,,-0.1,0.4,2.2,4.3,5.2
108,2015-12-08 7:00,-1.2,,0.6,50,74,4.2,-5.2,1021.4,1032.4,,,,,0,0,,,1800,,,-0.2,0.3,2.1,4.2,5.2
108,2015-12-08 8:00,-1.2,,0.9,50,70,3.9,-5.9,1022.2,1033.2,0.1,0.03,,,0,0,,,1600,,,-0.2,0.1,2,4.2,5.1
108,2015-12-08 9:00,-0.1,,1.3,50,61,3.7,-6.7,1022.7,1033.7,1,0.35,,,0,0,,,1300,1,,0,0.5,2,4.1,5.1
108,2015-12-08 10:00,2.1,,0.7,70,57,4.1,-5.5,1023.2,1034.1,1,0.78,,,0,0,,,1300,,,0.1,0.8,2,4,5
108,2015-12-08 11:00,4.6,,2,50,51,4.3,-4.6,1022.8,1033.6,1,1.17,,,0,0,,,1300,,,3.6,1.3,2.1,4,5
108,2015-12-08 12:00,6.2,,1.3,70,44,4.2,-5.1,1022.4,1033.1,1,1.41,,,0,0,,,1300,,,7.2,2.9,2.5,3.9,4.9
108,2015-12-08 13:00,8,,0.9,160,42,4.5,-4.1,1021.6,1032.2,1,1.45,,,0,0,,,1300,,,8.7,5.6,3.5,4.1,4.9
108,2015-12-08 14:00,9.3,,2.1,250,39,4.6,-3.9,1021.1,1031.7,1,1.33,,,0,0,,,1300,,,9.2,7.2,4.5,4.4,4.9
108,2015-12-08 15:00,9.1,,1.9,270,37,4.3,-4.8,1021.1,1031.7,1,1.07,,,0,0,,,1300,1,,7.9,7.8,5.3,4.7,5
108,2015-12-08 16:00,8.2,,1.8,290,38,4.1,-5.3,1021.6,1032.2,1,0.59,,,0,0,,,1300,,,5.8,7.2,5.6,5,5.1
108,2015-12-08 17:00,6.6,,1.3,20,36,3.5,-7.4,1021.2,1031.9,0.9,0.23,,,0,0,,,1400,,,4.1,5.8,5.6,5.3,5.2
108,2015-12-08 18:00,4.8,,1.9,290,47,4.1,-5.5,1021.6,1032.4,0,0.01,,,0,0,,,1400,,,2.6,3.8,5.1,5.4,5.4
108,2015-12-08 19:00,4,,1.8,290,51,4.2,-5.2,1021.7,1032.5,,,,,,,,,1500,,,1.9,2.8,4.6,5.4,5.4
108,2015-12-08 20:00,3,,1.3,290,56,4.2,-4.9,1022.3,1033.1,,,,,,,,,1400,,,1.3,2,4.1,5.4,5.5
108,2015-12-08 21:00,2.4,,1.2,290,58,4.2,-5,1022.8,1033.7,,,,,0,0,,,1400,1,,1,1.5,3.7,5.3,5.5
108,2015-12-08 22:00,2,,1.1,290,62,4.4,-4.5,1022.9,1033.8,,,,,,,,,1400,,,0.7,1.2,3.3,5.1,5.5
108,2015-12-08 23:00,1.6,,0.4,0,63,4.3,-4.6,1022.9,1033.8,,,,,,,,,1300,,,0.5,1,3,5,5.5
108,2015-12-09 0:00,1.2,,1.5,50,66,4.4,-4.4,1022.5,1033.4,,,,,0,0,,,1000,,,0.3,0.9,2.8,4.8,5.5
108,2015-12-09 1:00,0.5,,3.1,50,73,4.6,-3.7,1021.7,1032.7,,,,,,,,,1000,,,0.2,0.8,2.7,4.7,5.4
108,2015-12-09 2:00,0.3,,2.1,70,68,4.2,-4.9,1021.7,1032.7,,,,,,,,,1100,,,0.1,0.6,2.5,4.6,5.3
108,2015-12-09 3:00,0,,1.5,70,70,4.3,-4.8,1021.9,1032.9,,,,,0,0,,,1000,1,,0,0.5,2.4,4.5,5.3
108,2015-12-09 4:00,-0.2,,1.4,70,68,4.1,-5.4,1021.6,1032.6,,,,,0,0,,,1000,,,-0.1,0.4,2.3,4.4,5.2
108,2015-12-09 5:00,-0.3,,0.4,0,71,4.2,-4.9,1022.1,1033.1,,,,,0,0,,,1000,,,-0.2,0.3,2.1,4.3,5.2
108,2015-12-09 6:00,-0.7,,2,50,78,4.5,-4,1022,1033,,,,,4,0,Ci,,900,,19,-0.1,0.2,2,4.2,5.1
108,2015-12-09 7:00,-0.7,,2.9,70,77,4.5,-4.2,1021.9,1032.9,,,,,5,0,Ci,,600,,19,-0.1,0.2,2,4.1,5
108,2015-12-09 8:00,-0.4,,2.3,70,73,4.3,-4.6,1021.7,1032.7,0,0.02,,,7,0,Ci,,600,,19,0,0.3,1.9,4.1,5
108,2015-12-09 9:00,1.1,,3.2,70,59,3.9,-6,1021.4,1032.3,0,0.23,,,7,0,Ci,,1100,1,4019,0,0.5,1.9,4,4.9
108,2015-12-09 10:00,3.5,,3,90,51,4,-5.7,1021.2,1032,0.5,0.63,,,6,0,Ci,,1200,,,0.4,0.8,2,3.9,4.9
108,2015-12-09 11:00,5.3,,3,90,47,4.2,-5.1,1020.9,1031.7,1,0.93,,,6,0,Ci,,1300,,,3.6,1.2,2.1,3.9,4.9
108,2015-12-09 12:00,6.5,,2.8,110,44,4.2,-4.9,1020.1,1030.8,1,1.06,,,6,0,Ci,,1300,,,6.1,2.5,2.5,3.9,4.8
108,2015-12-09 13:00,8.5,,2.4,110,40,4.4,-4.3,1018.9,1029.5,1,1.41,,,6,0,Ci,,1400,,,8.5,5.6,3.5,4,4.8
108,2015-12-09 14:00,10.2,,2,110,39,4.9,-3.1,1017.8,1028.3,1,1.32,,,4,0,Ci,,1200,,,9.3,7.5,4.5,4.2,4.8
108,2015-12-09 15:00,10.5,,3.4,110,42,5.4,-1.8,1017.3,1027.8,1,0.94,,,4,0,Ci,,1100,1,,8.3,8.2,5.3,4.6,4.9
108,2015-12-09 16:00,10.8,,1.9,110,43,5.6,-1.3,1017,1027.5,1,0.59,,,4,0,Ci,,1200,,,7.1,8.1,5.8,4.9,5
108,2015-12-09 17:00,9.6,,1.2,110,50,6,-0.3,1017.1,1027.6,0.7,0.23,,,3,0,Ci,,1200,,,5.4,7.1,5.9,5.2,5.1
108,2015-12-09 18:00,8.6,,1.4,110,52,5.8,-0.7,1017.6,1028.2,0,0,,,6,0,Ci,,1200,,,4.8,5.7,5.7,5.4,5.2
108,2015-12-09 19:00,7.8,,2,110,55,5.8,-0.6,1017.5,1028.1,,,,,,,,,1300,,,3.7,4.8,5.4,5.5,5.4
108,2015-12-09 20:00,7,,2,110,59,5.9,-0.4,1017.2,1027.8,,,,,,,,,1300,,,3.4,4.3,5,5.5,5.4
108,2015-12-09 21:00,6.7,,2.8,110,57,5.6,-1.2,1016.7,1027.3,,,,,7,0,Ci,,1300,1,,3.5,4,4.7,5.5,5.5
108,2015-12-09 22:00,6.9,,2.1,110,59,5.9,-0.5,1017,1027.6,,,,,,,,,1300,,,3.9,4.3,4.6,5.4,5.6
108,2015-12-09 23:00,7.3,,2.5,110,56,5.7,-0.9,1016.4,1027,,,,,,,,,1300,,,4.2,4.7,4.6,5.4,5.6
108,2015-12-10 0:00,7.4,,3,110,57,5.9,-0.5,1016.1,1026.7,,,,,8,8,Sc,10,1400,,,4.5,4.9,4.7,5.4,5.6
108,2015-12-10 1:00,7.2,,2.6,110,59,6,-0.2,1015.8,1026.4,,,,,,,,,1600,,,4.3,5,4.8,5.4,5.6
108,2015-12-10 2:00,7.3,,2.5,140,59,6.1,-0.1,1014.8,1025.4,,,,,,,,,1500,,,4.6,5,4.8,5.4,5.6
108,2015-12-10 3:00,7.3,,2.9,110,60,6.1,0,1014.2,1024.8,,,,,8,8,Sc,10,1700,1,,4.4,5.1,4.9,5.4,5.6
108,2015-12-10 4:00,7.6,,3.6,110,60,6.2,0.3,1013.3,1023.9,,,,,9,9,Sc,10,1800,,,4.8,5.3,4.9,5.4,5.6
108,2015-12-10 5:00,7.5,,3.1,110,61,6.3,0.4,1012.5,1023.1,,,,,9,9,Sc,10,1800,,1,4.6,5.3,5,5.5,5.6
108,2015-12-10 6:00,7.5,0,2.6,110,61,6.3,0.4,1011.7,1022.2,,,,,9,9,Sc,10,1900,,1,4.9,5.3,5,5.5,5.7
108,2015-12-10 7:00,7.6,,3.6,110,60,6.2,0.3,1011.8,1022.3,,,,,8,8,Sc,10,2000,,,5,5.4,5,5.5,5.7
108,2015-12-10 8:00,8.1,,3.4,110,59,6.3,0.5,1011.9,1022.4,0,0.01,,,10,7,ScAs,10,2000,,,5.3,5.8,5.1,5.5,5.7
108,2015-12-10 9:00,8.4,,2.6,110,60,6.6,1,1011.6,1022.1,0,0.07,,,10,7,ScAs,10,1800,1,,5.8,6.1,5.3,5.6,5.7
108,2015-12-10 10:00,8.7,,2.1,110,62,7,1.8,1011.6,1022.1,0,0.14,,,10,5,ScAs,10,1400,,1,6.4,6.5,5.4,5.7,5.7
108,2015-12-10 11:00,8.9,,2.2,110,72,8.2,4.1,1010.9,1021.4,0,0.22,,,10,6,ScAs,10,1200,,1,7.2,7,5.7,5.7,5.8
108,2015-12-10 12:00,8.8,0.2,2.3,110,78,8.8,5.1,1009.7,1020.2,0,0.27,,,10,6,StNs,8,1000,,1,7.8,7.3,6,5.8,5.8
108,2015-12-10 13:00,9,,2.3,110,75,8.5,4.7,1008.2,1018.6,0,0.25,,,10,6,ScAc,10,1000,,1,8.1,7.6,6.2,5.9,5.8
108,2015-12-10 14:00,9.1,,1.5,110,74,8.5,4.7,1007.6,1018,0,0.25,,,10,6,ScAs,10,1000,,1,8.1,8,6.5,6.1,5.9
108,2015-12-10 15:00,9,0,1.1,110,75,8.5,4.7,1007,1017.4,0,0.13,,,10,4,ScAs,10,800,1,1901,7.9,7.9,6.7,6.2,6
108,2015-12-10 16:00,8.3,,1.4,270,92,10,7,1006.8,1017.3,0,0.09,,,10,7,ScAs,10,300,,1901,7.5,7.7,6.8,6.3,6.1
108,2015-12-10 17:00,8,,0.5,290,94,10,7,1006.4,1016.9,0,0.05,,,10,7,ScAs,10,300,,1901,7.2,7.4,6.8,6.4,6.1
108,2015-12-10 18:00,7.9,,1.5,90,89,9.4,6.1,1006,1016.5,0,0,,,10,7,ScAs,10,400,,19,7.1,7.3,6.7,6.5,6.2
108,2015-12-10 19:00,7.7,,1.4,110,87,9.1,5.6,1005.2,1015.7,,,,,,,,,500,,19,6.9,7.1,6.7,6.6,6.3
108,2015-12-10 20:00,7.7,,2.2,320,88,9.2,5.8,1005.1,1015.6,,,,,10,7,ScAs,10,600,,1901,6.6,7,6.7,6.6,6.3
108,2015-12-10 21:00,7.3,0.1,1.7,320,88,9,5.4,1004.6,1015.1,,,,,10,7,ScAs,10,600,1,1901,6.3,6.8,6.6,6.7,6.4
108,2015-12-10 22:00,7,,0.6,320,88,8.8,5.1,1003.6,1014.1,,,,,,,,,800,,19,5.7,6.3,6.5,6.7,6.4
108,2015-12-10 23:00,6.3,,1.7,290,87,8.2,4.2,1003.1,1013.6,,,,,,,,,800,,19,4.9,5.7,6.3,6.6,6.4
108,2015-12-11 0:00,5.8,,1.6,290,87,8,3.7,1002.7,1013.2,,,,,3,3,Ac,30,800,,19,4.6,5.2,6,6.6,6.5
108,2015-12-11 1:00,5.2,,1.7,290,86,7.6,3,1002.1,1012.7,,,,,,,,,800,,19,4,4.6,5.7,6.5,6.5
108,2015-12-11 2:00,4.6,,2.2,290,86,7.3,2.4,1001.9,1012.5,,,,,,,,,900,,19,3.7,4.2,5.4,6.5,6.5
108,2015-12-11 3:00,4.1,,2.4,290,84,6.9,1.6,1002,1012.6,,,,,3,2,AcCi,30,900,1,19,3.5,4,5.2,6.4,6.5
108,2015-12-11 4:00,3.6,,1.4,290,86,6.8,1.4,1002.1,1012.7,,,,,4,2,ScAc,10,900,,19,3.3,3.6,5,6.3,6.4
108,2015-12-11 5:00,3.4,,2.2,290,85,6.6,1.1,1002.6,1013.2,,,,,3,1,ScAc,10,900,,19,3.3,3.5,4.8,6.2,6.4
108,2015-12-11 6:00,3.4,,1.8,270,84,6.5,0.9,1003,1013.6,,,,,6,3,ScAc,10,1200,,19,3,3.3,4.7,6.1,6.4
108,2015-12-11 7:00,3.4,,1.8,270,81,6.3,0.4,1003.6,1014.2,,,,,6,6,Sc,10,1300,,,2.8,3.1,4.5,6,6.3
108,2015-12-11 8:00,3.3,,1.5,290,81,6.2,0.3,1004.7,1015.3,0,0.01,,,6,6,Sc,10,1400,,,2.4,2.9,4.4,5.9,6.3
108,2015-12-11 9:00,3.7,,0.3,0,79,6.2,0.3,1005.8,1016.4,0.1,0.13,,,6,6,Sc,10,1300,1,,3.2,3,4.2,5.8,6.2
108,2015-12-11 10:00,6.4,,2.6,90,60,5.8,-0.8,1006.5,1017,0.7,0.54,,,1,1,Sc,10,1700,,,5.4,4.2,4.3,5.7,6.2
108,2015-12-11 11:00,9.4,,3.9,70,49,5.8,-0.7,1007.1,1017.5,1,1.2,,,0,0,,,1900,,,8.8,6.8,4.9,5.7,6.1
108,2015-12-11 12:00,11.4,,3,70,42,5.7,-1,1007.2,1017.6,1,1.47,,,1,1,Sc,10,2000,,,11,8.7,5.8,5.8,6.1
108,2015-12-11 13:00,11.8,,4.9,70,38,5.3,-2,1007.2,1017.5,1,1.54,,,2,2,Sc,10,2000,,,11.9,10,6.7,6,6.1
108,2015-12-11 14:00,12.1,,4.8,90,35,4.9,-2.9,1007.5,1017.8,1,1.42,,,1,1,Sc,10,2000,,,11.8,10.6,7.5,6.3,6.2
108,2015-12-11 15:00,11.4,,5.4,140,37,5,-2.8,1008.3,1018.7,1,1.11,,,0,0,,,2000,1,,10.2,10.5,8,6.7,6.3
108,2015-12-11 16:00,10.6,,4.5,110,38,4.9,-3.1,1009,1019.4,1,0.67,,,0,0,,,2000,,,8.4,9.9,8.1,6.9,6.5
108,2015-12-11 17:00,9.1,,4.2,90,39,4.5,-4.1,1009.9,1020.4,0.9,0.23,,,0,0,,,2000,,,6.8,8.5,8,7.2,6.6
108,2015-12-11 18:00,8,,4.2,70,37,4,-5.8,1011.1,1021.6,0,0.01,,,0,0,,,2000,,,5.6,6.9,7.5,7.3,6.7
108,2015-12-11 19:00,7.1,,4.1,70,34,3.4,-7.7,1011.5,1022.1,,,,,,,,,2000,,,4.7,5.9,7,7.3,6.8
108,2015-12-11 20:00,6.4,,4.5,140,35,3.4,-7.9,1012.4,1023,,,,,,,,,2000,,,4.1,5.2,6.5,7.2,6.8
108,2015-12-11 21:00,5.6,,4.5,90,40,3.6,-6.9,1012.9,1023.6,,,,,0,0,,,2000,1,,3.5,4.6,6.1,7.1,6.9
108,2015-12-11 22:00,4.8,,5.4,70,45,3.9,-6.1,1013.4,1024.1,,,,,,,,,2000,,,3.2,4.1,5.7,6.9,6.8
108,2015-12-11 23:00,4.2,,5.6,70,47,3.9,-6.1,1013.6,1024.3,,,,,,,,,2000,,,2.8,3.6,5.3,6.7,6.8
108,2015-12-12 0:00,3.8,,6,90,49,3.9,-5.9,1013.8,1024.5,,,,,0,0,,,2000,,,2.5,3.3,5,6.6,6.7
108,2015-12-12 1:00,3.3,,4.5,70,53,4.1,-5.3,1013.9,1024.6,,,,,,,,,2000,,,2.1,2.9,4.7,6.4,6.7
108,2015-12-12 2:00,3,,4.1,70,55,4.2,-5.1,1014,1024.8,,,,,,,,,2000,,,1.8,2.5,4.4,6.3,6.7
108,2015-12-12 3:00,2.7,,3.3,90,57,4.2,-4.9,1014.1,1024.9,,,,,0,0,,,2000,1,,1.6,2.2,4.2,6.1,6.6
108,2015-12-12 4:00,2.4,,3.9,90,58,4.2,-5,1014.4,1025.2,,,,,0,0,,,2000,,,1.3,2,4,6,6.5
108,2015-12-12 5:00,1.8,,2.6,90,60,4.2,-5.1,1014.9,1025.7,,,,,0,0,,,2000,,,1,1.7,3.7,5.8,6.5
108,2015-12-12 6:00,1.7,,1.9,140,62,4.3,-4.8,1015.6,1026.4,,,,,0,0,,,2000,,,0.9,1.5,3.5,5.6,6.3
108,2015-12-12 7:00,1.4,,2.8,70,65,4.4,-4.4,1016,1026.9,,,,,0,0,,,2000,,,0.8,1.3,3.3,5.5,6.3
108,2015-12-12 8:00,1.1,,3.4,70,65,4.3,-4.7,1016.3,1027.2,0.2,0.03,,,0,0,,,2000,,,0.7,1.2,3.1,5.3,6.1
108,2015-12-12 9:00,2.7,,3.7,70,56,4.2,-5.2,1016.5,1027.3,1,0.38,,,0,0,,,2000,1,,1.3,1.7,3.1,5.2,6.1
108,2015-12-12 10:00,5.1,,4.5,90,49,4.3,-4.7,1016.6,1027.3,1,0.88,,,0,0,,,2000,,,3.5,3.4,3.3,5.2,6
108,2015-12-12 11:00,6.6,,3.6,90,43,4.2,-5.1,1016,1026.6,1,1.29,,,0,0,,,2000,,,7.3,5.2,3.9,5.1,6
108,2015-12-12 12:00,8.3,,3.5,70,38,4.2,-5.2,1014.9,1025.4,1,1.55,,,0,0,,,2000,,,9.7,7,4.7,5.2,5.9
108,2015-12-12 13:00,9,,3.8,70,37,4.2,-4.9,1014,1024.5,1,1.61,,,0,0,,,2000,,,10.8,8.4,5.6,5.4,5.9
108,2015-12-12 14:00,10,,2.7,90,35,4.3,-4.7,1013.1,1023.6,1,1.49,,,0,0,,,2000,,,11.1,9.4,6.4,5.7,5.9
108,2015-12-12 15:00,10.6,,1.6,20,34,4.3,-4.6,1012.6,1023,1,1.16,,,0,0,,,2000,1,,9.6,9.8,7,6,6
108,2015-12-12 16:00,10.2,,1.5,20,35,4.3,-4.6,1012.7,1023.2,1,0.71,,,2,2,Ac,28,2000,,,7.7,9.5,7.4,6.4,6.1
108,2015-12-12 17:00,8.6,,1,20,41,4.6,-3.9,1012.7,1023.2,0.7,0.22,,,3,3,Ac,28,2000,,,5.9,7.9,7.3,6.6,6.3
108,2015-12-12 18:00,7.2,,0.8,20,43,4.4,-4.5,1013.1,1023.7,0,0,,,4,3,ScAc,10,2000,,,4.5,5.8,6.9,6.8,6.4
108,2015-12-12 19:00,6.2,,1,20,49,4.6,-3.7,1013.4,1024,,,,,,,,,2000,,,3.6,4.5,6.2,6.8,6.5
108,2015-12-12 20:00,5.6,,2.2,20,49,4.5,-4.2,1013.8,1024.5,,,,,,,,,1900,,,3.3,3.9,5.7,6.7,6.5
108,2015-12-12 21:00,5,,1.5,20,51,4.4,-4.3,1013.7,1024.4,,,,,6,6,Sc,10,1900,1,,2.7,3.5,5.3,6.5,6.5
108,2015-12-12 22:00,4.4,,0.5,20,55,4.6,-3.8,1013.8,1024.5,,,,,,,,,1900,,,2.3,3,4.9,6.4,6.6
108,2015-12-12 23:00,3.7,,1.6,20,56,4.5,-4.2,1013.5,1024.2,,,,,,,,,1900,,,1.9,2.5,4.6,6.3,6.5
108,2015-12-13 0:00,3.1,,1.8,20,60,4.6,-3.9,1013.6,1024.4,,,,,0,0,,,1900,,,1.6,2.1,4.3,6.1,6.4
108,2015-12-13 1:00,2.7,,0.4,0,58,4.3,-4.7,1013.8,1024.6,,,,,,,,,1900,,,1.3,1.8,4,5.9,6.4
108,2015-12-13 2:00,2.4,,0.7,20,61,4.4,-4.3,1014,1024.8,,,,,,,,,1900,,,1.6,1.8,3.8,5.8,6.3
108,2015-12-13 3:00,2.8,,2.3,20,62,4.6,-3.7,1013.6,1024.4,,,,,8,8,Sc,10,1900,1,,2.4,2.4,3.7,5.7,6.2
108,2015-12-13 4:00,3,,1,20,59,4.5,-4.2,1013.4,1024.2,,,,,8,8,Sc,10,1900,,,2.7,2.7,3.8,5.5,6.2
108,2015-12-13 5:00,2.9,,0.9,20,60,4.5,-4.1,1013,1023.8,,,,,6,6,Sc,10,1900,,,2.3,2.7,3.8,5.5,6.1
108,2015-12-13 6:00,2.3,,0.6,20,63,4.5,-4,1013.2,1024,,,,,2,2,Sc,10,1900,,,1.4,1.9,3.7,5.4,6.1
108,2015-12-13 7:00,1.5,,1.9,20,70,4.8,-3.3,1013.3,1024.1,,,,,0,0,,,1900,,,1,1.4,3.5,5.3,6
108,2015-12-13 8:00,1,,1.2,20,69,4.5,-4,1013.7,1024.6,0,0.02,,,0,0,,,1600,,,0.8,1.2,3.2,5.2,6
108,2015-12-13 9:00,1.6,,1.5,20,57,3.9,-6,1014.1,1024.9,1,0.33,,,0,0,,,1600,1,,1.2,1.5,3.1,5.1,5.9
108,2015-12-13 10:00,4.4,,1.4,20,48,4,-5.6,1014.2,1024.9,1,0.79,,,0,0,,,1400,,,3.8,3.2,3.3,5,5.8
108,2015-12-13 11:00,6.9,,0.9,20,40,4,-5.7,1014.2,1024.8,1,1.19,,,0,0,,,1400,,,7.5,5.6,3.9,5,5.8
108,2015-12-13 12:00,9.3,,2.1,20,36,4.2,-5,1013.6,1024.1,1,1.45,,,0,0,,,1600,,,10,7.6,4.8,5.1,5.8
108,2015-12-13 13:00,9.2,,1.9,20,35,4.1,-5.4,1012.9,1023.4,1,1.55,,,0,0,,,1200,,,11,8.7,5.7,5.3,5.8
108,2015-12-13 14:00,11.4,,2,20,32,4.3,-4.7,1012.1,1022.5,1,1.46,,,0,0,,,1400,,,11.4,9.8,6.5,5.6,5.8
108,2015-12-13 15:00,11.3,,1.3,20,31,4.2,-5.2,1011.9,1022.3,1,1.13,,,0,0,,,1600,1,,9.8,10.1,7.2,6,5.9
